property_type,room_type,accommodates,bathrooms,city,number_of_reviews,log_price
Apartment,Entire home/apt,4,1.0,NYC,47,5.8550719220000005
Dorm,Shared room,1,1.0,SF,0,4.094344562
Treehouse,Private room,3,1.0,LA,58,4.48863637
Apartment,Entire home/apt,4,1.0,NYC,6,5.043425117
House,Entire home/apt,4,1.5,SF,5,5.0039463060000005
Apartment,Private room,2,1.0,Chicago,114,4.17438727
Apartment,Private room,4,1.0,DC,92,4.17438727
Apartment,Entire home/apt,6,1.5,Boston,1,5.700443572999999
Apartment,Private room,1,1.0,NYC,3,3.688879454
Apartment,Entire home/apt,6,1.5,NYC,27,5.703782475
House,Entire home/apt,12,3.0,NYC,26,7.170119542999999
House,Entire home/apt,4,1.0,LA,4,6.214608097999999
Bungalow,Entire home/apt,2,1.0,LA,36,4.828313737
Apartment,Entire home/apt,2,1.0,NYC,4,5.010635294
Apartment,Private room,2,1.0,NYC,10,4.382026635
House,Entire home/apt,14,4.0,LA,9,5.3981627020000005
Apartment,Private room,4,1.0,NYC,19,4.59511985
Apartment,Entire home/apt,2,1.0,NYC,6,5.298317367
Apartment,Private room,2,1.5,NYC,1,4.17438727
Apartment,Entire home/apt,2,1.0,NYC,2,4.941642423
Hostel,Private room,2,5.0,Boston,1,4.86753445
Bungalow,Entire home/apt,10,3.0,LA,36,5.669880922999999
Loft,Entire home/apt,2,1.0,DC,1,4.6051701860000005
House,Private room,1,1.0,SF,12,4.317488114
Condominium,Private room,4,1.0,SF,29,5.556828062
Guesthouse,Entire home/apt,4,1.0,LA,8,4.48863637
Apartment,Private room,2,2.0,NYC,3,4.007333185
Apartment,Private room,2,1.0,LA,1,4.9698133
House,Entire home/apt,4,2.0,DC,6,5.700443572999999
Apartment,Entire home/apt,6,2.0,LA,192,5.283203728999999
Apartment,Entire home/apt,3,1.0,NYC,24,4.86753445
Apartment,Entire home/apt,7,2.0,LA,10,4.927253685
Apartment,Private room,2,1.0,NYC,6,4.442651256
Condominium,Entire home/apt,3,1.0,DC,4,5.521460918
Apartment,Entire home/apt,4,1.0,LA,0,4.6051701860000005
Apartment,Entire home/apt,3,1.0,NYC,80,4.882801923
Apartment,Entire home/apt,5,2.0,LA,13,5.298317367
Apartment,Private room,1,,NYC,6,4.17438727
House,Private room,4,1.0,LA,45,4.5849674789999995
Apartment,Entire home/apt,3,1.0,SF,4,5.293304825
Apartment,Entire home/apt,4,1.0,DC,0,6.396929655
Apartment,Entire home/apt,5,1.0,LA,54,5.241747015
Apartment,Private room,2,1.0,NYC,8,4.6051701860000005
Apartment,Entire home/apt,6,2.0,SF,93,6.445719819
Apartment,Entire home/apt,2,1.0,SF,13,5.010635294
House,Private room,2,1.0,LA,19,4.700480366
Apartment,Private room,1,1.0,NYC,0,4.248495242
Apartment,Private room,2,1.0,DC,6,4.682131227
Apartment,Entire home/apt,2,1.0,LA,532,4.9344739330000005
Apartment,Entire home/apt,2,1.0,NYC,1,4.248495242
Apartment,Private room,1,1.0,NYC,2,3.828641396
House,Private room,1,1.0,LA,8,3.401197382
Apartment,Entire home/apt,7,1.0,NYC,5,5.272999559
Apartment,Entire home/apt,4,2.0,Chicago,14,4.691347882
Apartment,Entire home/apt,2,1.0,NYC,0,4.828313737
Apartment,Entire home/apt,4,1.0,LA,123,4.941642423
Apartment,Entire home/apt,4,1.0,NYC,19,5.298317367
Apartment,Private room,2,1.0,NYC,15,4.6051701860000005
Apartment,Entire home/apt,4,1.0,NYC,0,4.700480366
Apartment,Private room,2,1.0,Boston,47,4.49980967
Apartment,Private room,2,1.0,NYC,8,4.17438727
Apartment,Private room,2,1.0,NYC,16,4.094344562
Loft,Private room,4,1.0,LA,0,4.382026635
Loft,Entire home/apt,2,1.0,NYC,56,5.293304825
Apartment,Private room,2,1.0,NYC,2,3.555348061
Apartment,Private room,2,1.0,NYC,0,4.442651256
House,Private room,6,1.0,SF,3,5.075173815
Apartment,Private room,3,1.0,Chicago,61,4.17438727
Apartment,Private room,2,1.0,LA,0,3.63758616
Apartment,Entire home/apt,2,1.0,NYC,1,5.393627546
House,Entire home/apt,2,1.0,DC,33,4.304065093
Apartment,Entire home/apt,4,1.0,LA,36,4.553876892
Apartment,Entire home/apt,2,1.0,SF,0,5.347107531
House,Entire home/apt,2,1.0,LA,24,4.248495242
Apartment,Private room,3,1.0,NYC,12,4.744932128
Apartment,Private room,1,2.0,NYC,0,4.007333185
Apartment,Entire home/apt,4,1.0,NYC,0,5.257495372
House,Entire home/apt,2,1.0,LA,26,4.787491743
Apartment,Entire home/apt,2,1.0,NYC,2,5.010635294
House,Entire home/apt,4,1.0,LA,3,4.905274778
Apartment,Entire home/apt,3,1.5,DC,13,5.010635294
Apartment,Entire home/apt,4,1.0,NYC,18,5.010635294
Apartment,Entire home/apt,6,2.0,LA,58,5.407171771000001
Apartment,Private room,2,2.0,NYC,6,4.48863637
Townhouse,Private room,1,1.5,NYC,2,4.17438727
House,Private room,2,1.0,DC,1,4.744932128
Apartment,Entire home/apt,2,1.0,LA,0,5.476463552
Apartment,Shared room,1,1.0,NYC,11,3.465735903
Apartment,Entire home/apt,2,1.0,NYC,4,5.521460918
House,Entire home/apt,6,2.0,LA,8,5.8579331539999995
House,Entire home/apt,4,2.5,SF,0,6.551080335
House,Private room,2,1.0,LA,20,3.7841896339999996
Apartment,Private room,1,1.0,NYC,40,4.65396035
Apartment,Entire home/apt,2,1.0,LA,11,4.317488114
Apartment,Entire home/apt,4,1.0,DC,0,5.293304825
House,Private room,1,1.0,DC,0,5.298317367
Townhouse,Private room,4,1.0,NYC,4,4.442651256
Apartment,Private room,2,1.0,LA,32,3.688879454
Apartment,Private room,2,1.0,DC,16,4.553876892
Apartment,Private room,2,1.0,NYC,2,4.317488114
House,Private room,4,1.0,LA,1,4.49980967
Apartment,Entire home/apt,5,1.0,SF,21,5.043425117
Apartment,Entire home/apt,3,1.0,DC,129,4.48863637
House,Private room,1,1.0,DC,0,4.007333185
House,Private room,2,1.0,NYC,0,3.80666249
Apartment,Entire home/apt,3,1.0,LA,3,5.164785974
House,Private room,1,1.0,LA,0,4.49980967
Apartment,Entire home/apt,4,1.0,NYC,3,4.787491743
Apartment,Entire home/apt,2,1.0,NYC,13,5.1474944769999995
Apartment,Entire home/apt,3,1.0,DC,56,5.241747015
Apartment,Entire home/apt,4,2.0,NYC,35,5.755742214
Apartment,Entire home/apt,3,2.0,LA,9,5.010635294
House,Private room,1,1.0,Boston,17,3.912023005
Apartment,Entire home/apt,2,1.0,SF,9,5.135798437
House,Entire home/apt,8,4.5,LA,20,6.436150368
Apartment,Entire home/apt,3,1.0,NYC,10,4.941642423
House,Entire home/apt,3,1.0,LA,9,4.905274778
Apartment,Private room,2,1.0,LA,45,4.48863637
Apartment,Private room,2,1.0,NYC,7,4.553876892
Apartment,Entire home/apt,2,1.0,Boston,107,4.8598124039999995
Condominium,Entire home/apt,3,1.0,SF,23,5.236441963
House,Entire home/apt,3,1.0,NYC,19,4.59511985
Bungalow,Entire home/apt,2,1.0,LA,3,4.787491743
Apartment,Private room,2,1.0,Boston,16,4.6051701860000005
Apartment,Entire home/apt,5,1.0,Chicago,3,3.912023005
Apartment,Entire home/apt,7,3.0,LA,13,6.156978986
Apartment,Entire home/apt,2,1.0,DC,49,4.6051701860000005
Townhouse,Private room,2,1.0,LA,11,4.317488114
Apartment,Entire home/apt,6,1.0,NYC,44,5.192956851
Apartment,Entire home/apt,8,2.0,Boston,3,6.43775165
Apartment,Private room,2,1.0,NYC,67,4.49980967
Apartment,Entire home/apt,4,1.0,NYC,36,5.521460918
House,Private room,2,2.5,LA,2,4.382026635
Apartment,Private room,2,1.0,NYC,0,4.6051701860000005
Apartment,Entire home/apt,2,1.0,NYC,1,5.010635294
Dorm,Private room,6,1.0,Chicago,0,4.007333185
Apartment,Private room,4,1.0,DC,98,4.49980967
Apartment,Entire home/apt,2,1.0,NYC,2,4.553876892
Apartment,Entire home/apt,4,2.0,Boston,74,5.720311777
House,Private room,2,1.5,DC,1,4.248495242
Apartment,Private room,1,1.0,NYC,7,4.59511985
Apartment,Entire home/apt,2,1.0,SF,11,4.787491743
Apartment,Entire home/apt,2,1.0,NYC,2,4.262679877
House,Private room,1,3.5,LA,0,4.59511985
House,Private room,1,1.0,LA,0,3.044522438
House,Private room,2,1.0,LA,23,4.248495242
Apartment,Entire home/apt,2,2.0,Chicago,15,4.624972813
Apartment,Entire home/apt,4,1.0,Chicago,8,5.0369526019999995
Apartment,Shared room,1,1.0,NYC,0,4.700480366
Apartment,Private room,2,1.0,DC,26,4.700480366
Apartment,Entire home/apt,4,2.0,Boston,0,5.9914645470000005
House,Entire home/apt,8,1.0,LA,27,4.983606622
Condominium,Shared room,2,1.0,DC,4,3.912023005
Apartment,Entire home/apt,4,1.0,NYC,6,5.010635294
Apartment,Entire home/apt,2,1.0,LA,156,4.442651256
House,Entire home/apt,2,1.5,DC,11,4.828313737
Apartment,Entire home/apt,3,1.0,NYC,1,4.59511985
Apartment,Private room,2,1.0,NYC,67,4.65396035
House,Entire home/apt,14,4.0,LA,14,5.552959585
House,Entire home/apt,12,1.0,NYC,71,5.752572638999999
Apartment,Private room,2,1.0,SF,8,4.6051701860000005
House,Entire home/apt,2,1.0,LA,29,4.382026635
House,Private room,2,1.0,LA,0,4.317488114
Apartment,Private room,3,1.0,NYC,24,4.317488114
Apartment,Private room,1,1.0,DC,4,4.248495242
Townhouse,Entire home/apt,6,2.5,LA,10,5.347107531
Apartment,Private room,2,1.0,NYC,30,3.9702919139999997
Townhouse,Entire home/apt,6,1.0,NYC,18,5.0039463060000005
House,Private room,2,1.0,DC,1,4.454347296
Apartment,Entire home/apt,3,1.0,Boston,3,5.480638923
Apartment,Entire home/apt,5,3.5,Boston,1,7.13089883
Apartment,Entire home/apt,4,1.0,NYC,0,4.8598124039999995
House,Private room,2,1.0,LA,2,5.010635294
Apartment,Entire home/apt,2,1.0,NYC,44,5.247024072
House,Entire home/apt,4,1.0,LA,54,4.787491743
House,Private room,2,1.0,LA,53,4.382026635
Apartment,Private room,2,1.0,Boston,13,4.3694478519999995
Apartment,Entire home/apt,2,1.0,NYC,0,5.010635294
Apartment,Private room,2,1.0,LA,3,4.6051701860000005
Apartment,Entire home/apt,3,1.0,SF,7,5.164785974
Apartment,Entire home/apt,6,1.0,NYC,19,5.288267031
House,Entire home/apt,4,2.5,NYC,2,5.272999559
Apartment,Private room,2,2.0,NYC,25,3.80666249
Bungalow,Entire home/apt,2,1.0,LA,46,4.9767337419999995
Apartment,Private room,1,1.0,NYC,19,4.454347296
Apartment,Entire home/apt,2,1.0,LA,136,5.105945473999999
House,Entire home/apt,6,3.0,SF,0,6.856461985
Apartment,Private room,2,1.0,NYC,24,3.36729583
Apartment,Entire home/apt,2,1.0,Chicago,7,4.941642423
Apartment,Private room,4,1.0,SF,1,6.551080335
House,Private room,2,1.0,LA,2,4.48863637
House,Entire home/apt,8,3.5,LA,0,5.521460918
House,Shared room,4,2.5,LA,0,3.218875825
House,Private room,2,1.0,LA,2,4.553876892
Apartment,Entire home/apt,4,1.0,DC,1,6.856461985
Bungalow,Entire home/apt,6,1.0,LA,0,4.86753445
House,Entire home/apt,8,3.0,NYC,7,5.9914645470000005
Apartment,Entire home/apt,4,1.0,LA,12,4.941642423
Apartment,Private room,2,1.0,Chicago,18,4.17438727
House,Entire home/apt,7,2.5,DC,0,5.521460918
Loft,Entire home/apt,2,1.0,SF,9,4.9344739330000005
Apartment,Entire home/apt,4,1.5,LA,1,5.521460918
Apartment,Shared room,1,1.0,NYC,0,4.382026635
Apartment,Entire home/apt,2,1.0,NYC,0,4.86753445
House,Entire home/apt,5,1.0,LA,10,4.905274778
Apartment,Private room,1,1.0,NYC,0,3.688879454
Apartment,Entire home/apt,2,1.0,DC,0,6.214608097999999
Condominium,Private room,3,1.0,DC,17,3.63758616
House,Private room,2,1.0,LA,0,4.6051701860000005
Apartment,Entire home/apt,10,2.0,Chicago,20,5.517452896
House,Private room,2,1.0,LA,3,4.6051701860000005
Apartment,Private room,2,1.0,NYC,13,4.6051701860000005
House,Private room,3,1.5,LA,6,4.828313737
Apartment,Private room,1,1.0,NYC,1,3.610917913
Apartment,Entire home/apt,2,1.0,DC,4,4.615120517
Apartment,Private room,2,1.0,NYC,0,4.317488114
Apartment,Entire home/apt,2,1.0,SF,2,5.187385806
House,Entire home/apt,8,4.5,DC,3,6.715383386
House,Entire home/apt,8,2.0,NYC,3,5.703782475
Condominium,Private room,2,1.0,LA,0,4.709530201000001
Apartment,Entire home/apt,4,1.0,LA,1,4.744932128
Apartment,Private room,2,1.0,NYC,0,5.010635294
Apartment,Entire home/apt,4,1.0,NYC,46,5.010635294
Apartment,Entire home/apt,3,1.0,NYC,4,5.099866428
Apartment,Entire home/apt,8,2.0,SF,167,6.309918278
Apartment,Entire home/apt,3,1.0,NYC,10,5.192956851
Boutique hotel,Private room,15,1.0,SF,0,5.164785974
Apartment,Entire home/apt,5,1.0,NYC,15,5.65248918
Apartment,Private room,2,2.0,NYC,7,4.234106505
Apartment,Entire home/apt,3,1.0,LA,5,4.158883083
House,Entire home/apt,10,3.5,LA,56,5.616771097999999
Apartment,Entire home/apt,4,1.0,DC,35,4.787491743
Apartment,Entire home/apt,3,1.0,NYC,139,5.298317367
House,Entire home/apt,7,2.0,LA,27,5.700443572999999
In-law,Entire home/apt,2,1.0,SF,12,5.010635294
Apartment,Entire home/apt,9,2.5,NYC,4,6.300785795
House,Entire home/apt,7,1.5,LA,41,5.293304825
Apartment,Entire home/apt,2,1.0,NYC,31,5.105945473999999
Apartment,Private room,1,2.5,SF,0,3.912023005
Apartment,Entire home/apt,2,1.0,Boston,20,4.787491743
House,Private room,2,1.0,LA,7,3.688879454
Apartment,Entire home/apt,2,1.0,SF,85,4.9767337419999995
Apartment,Entire home/apt,4,1.0,LA,19,4.852030264
Apartment,Entire home/apt,6,1.0,NYC,27,5.8579331539999995
House,Entire home/apt,5,1.0,NYC,79,4.553876892
House,Private room,2,1.0,SF,1,5.010635294
Apartment,Private room,2,1.0,NYC,66,4.510859507
House,Private room,2,1.0,SF,10,4.905274778
Apartment,Private room,1,1.0,NYC,3,3.8918202980000003
Apartment,Private room,2,1.0,Chicago,10,4.553876892
Apartment,Entire home/apt,3,1.0,NYC,6,4.317488114
Apartment,Entire home/apt,4,1.0,LA,2,4.6051701860000005
Apartment,Private room,2,1.0,NYC,0,4.248495242
House,Entire home/apt,4,1.0,NYC,65,4.17438727
Apartment,Entire home/apt,4,1.0,DC,0,4.644390898999999
Apartment,Entire home/apt,4,1.0,NYC,53,5.700443572999999
Apartment,Private room,2,1.0,NYC,4,4.317488114
Apartment,Entire home/apt,4,1.0,Chicago,7,4.828313737
Apartment,Entire home/apt,10,2.0,NYC,17,5.783825182
Apartment,Entire home/apt,6,2.0,LA,57,5.556828062
Apartment,Private room,2,1.0,NYC,31,4.744932128
Apartment,Private room,2,1.0,NYC,159,4.077537444
Condominium,Private room,1,2.0,SF,10,4.553876892
House,Private room,2,1.0,LA,50,3.401197382
Apartment,Entire home/apt,2,1.0,Boston,63,4.905274778
Apartment,Entire home/apt,4,1.0,SF,68,5.4680601410000005
Apartment,Entire home/apt,4,1.0,NYC,48,5.043425117
Apartment,Entire home/apt,3,1.0,Chicago,11,4.9767337419999995
Apartment,Private room,1,1.0,NYC,8,3.80666249
Bungalow,Private room,2,1.0,LA,8,4.744932128
Bungalow,Entire home/apt,4,1.0,LA,19,6.214608097999999
Apartment,Private room,1,1.0,NYC,81,4.17438727
Apartment,Private room,1,1.0,NYC,39,4.17438727
Apartment,Private room,2,1.0,NYC,11,4.744932128
Apartment,Entire home/apt,2,1.0,NYC,1,4.007333185
House,Entire home/apt,5,2.0,LA,14,5.298317367
House,Private room,1,1.0,NYC,0,4.094344562
Apartment,Entire home/apt,2,1.0,SF,58,4.86753445
Apartment,Entire home/apt,5,1.0,NYC,31,5.703782475
Apartment,Private room,1,1.0,LA,0,4.382026635
Apartment,Entire home/apt,6,1.0,NYC,47,4.94875989
House,Entire home/apt,10,3.0,LA,8,5.9914645470000005
Apartment,Entire home/apt,2,1.5,LA,1,4.744932128
House,Entire home/apt,10,2.0,SF,80,6.43775165
House,Shared room,4,8.0,LA,27,3.496507561
House,Entire home/apt,2,1.0,SF,70,5.164785974
Apartment,Entire home/apt,2,1.0,LA,8,3.912023005
Condominium,Entire home/apt,6,2.5,Chicago,5,5.616771097999999
Apartment,Private room,1,1.0,SF,3,5.123963979
Apartment,Private room,1,1.0,LA,0,4.17438727
Apartment,Entire home/apt,4,1.0,NYC,5,5.521460918
Apartment,Entire home/apt,3,1.0,LA,1,5.0039463060000005
Apartment,Entire home/apt,4,1.0,NYC,31,5.501258211000001
Apartment,Entire home/apt,8,1.5,NYC,16,5.9914645470000005
House,Private room,2,1.0,LA,21,3.33220451
Apartment,Entire home/apt,6,1.0,NYC,61,4.442651256
House,Entire home/apt,4,2.0,LA,0,5.796057751
Townhouse,Entire home/apt,2,1.0,DC,0,5.616771097999999
Apartment,Entire home/apt,3,1.0,LA,24,4.553876892
Apartment,Private room,2,1.0,NYC,0,4.6051701860000005
House,Entire home/apt,6,2.0,LA,1,5.521460918
House,Private room,3,1.0,LA,8,4.317488114
House,Entire home/apt,2,1.0,NYC,36,4.700480366
Apartment,Private room,1,1.0,NYC,0,4.094344562
Apartment,Entire home/apt,3,1.0,NYC,31,5.241747015
Apartment,Entire home/apt,7,1.0,NYC,6,5.616771097999999
Condominium,Private room,2,1.0,LA,1,5.010635294
House,Entire home/apt,2,1.0,NYC,0,5.220355825
Apartment,Private room,2,1.5,SF,0,5.298317367
House,Private room,1,1.0,SF,0,4.382026635
House,Private room,2,2.0,LA,2,3.951243719
House,Entire home/apt,10,3.0,Chicago,14,5.726847748
House,Private room,2,1.5,DC,4,4.59511985
Townhouse,Entire home/apt,5,1.0,LA,4,5.220355825
Apartment,Entire home/apt,4,1.0,NYC,0,3.737669618
Apartment,Private room,2,1.0,NYC,30,4.6051701860000005
Apartment,Entire home/apt,4,1.0,NYC,1,5.010635294
Apartment,Entire home/apt,3,1.0,NYC,87,4.49980967
Apartment,Entire home/apt,3,1.0,NYC,1,4.6051701860000005
Apartment,Entire home/apt,2,1.0,NYC,2,5.459585514
House,Private room,2,1.0,LA,64,4.59511985
Apartment,Private room,1,1.0,NYC,1,4.204692618999999
House,Entire home/apt,4,1.0,NYC,9,5.010635294
Apartment,Private room,2,1.0,NYC,5,5.129898715
Apartment,Entire home/apt,2,1.0,LA,46,5.9914645470000005
House,Entire home/apt,2,1.0,LA,8,4.418840608
Apartment,Entire home/apt,4,1.0,SF,4,4.770684623999999
House,Private room,1,1.0,DC,1,4.094344562
Apartment,Private room,2,1.0,NYC,0,3.583518938
House,Private room,2,1.0,LA,76,4.744932128
House,Private room,1,1.0,NYC,34,4.094344562
House,Private room,8,1.0,LA,8,4.48863637
Apartment,Shared room,1,1.0,NYC,0,4.382026635
Apartment,Entire home/apt,4,2.0,NYC,1,6.882437471
Apartment,Private room,1,1.0,Boston,6,3.610917913
House,Entire home/apt,4,1.0,LA,9,4.787491743
Apartment,Private room,1,1.0,NYC,0,4.317488114
House,Private room,3,1.0,LA,31,4.077537444
Apartment,Private room,2,1.5,NYC,0,4.5643481910000006
House,Private room,3,1.0,LA,78,3.713572067
House,Private room,2,2.0,LA,19,4.248495242
Apartment,Private room,2,1.0,NYC,0,3.80666249
Apartment,Entire home/apt,2,1.0,NYC,0,6.212606096
Apartment,Shared room,2,1.0,NYC,36,3.688879454
Apartment,Entire home/apt,4,2.0,DC,1,6.395261597999999
Apartment,Private room,2,1.0,NYC,54,4.143134726
Apartment,Entire home/apt,2,1.0,LA,128,4.9767337419999995
Apartment,Private room,2,1.0,NYC,17,4.442651256
Apartment,Entire home/apt,4,1.0,LA,1,4.521788577
Apartment,Private room,1,1.0,NYC,12,3.555348061
Apartment,Entire home/apt,2,1.0,Chicago,10,4.6051701860000005
Other,Private room,1,1.5,NYC,1,4.382026635
Apartment,Entire home/apt,8,1.0,NYC,161,5.18178355
Loft,Entire home/apt,12,2.0,LA,0,7.13089883
Apartment,Entire home/apt,3,1.0,NYC,86,4.6051701860000005
Apartment,Entire home/apt,5,2.0,Boston,1,5.187385806
House,Private room,1,1.0,LA,3,3.526360525
Apartment,Private room,1,1.0,NYC,6,3.465735903
House,Entire home/apt,6,3.5,SF,7,6.620073207000001
Apartment,Private room,2,1.0,LA,0,4.094344562
House,Private room,2,1.0,SF,50,4.828313737
Apartment,Entire home/apt,6,2.0,SF,8,6.214608097999999
Apartment,Private room,3,1.0,DC,1,4.787491743
Apartment,Private room,2,1.0,NYC,0,4.553876892
House,Entire home/apt,9,2.5,NYC,0,5.9914645470000005
Apartment,Entire home/apt,4,1.0,LA,4,5.8579331539999995
Apartment,Entire home/apt,3,1.0,DC,4,5.164785974
Apartment,Private room,1,1.0,NYC,1,4.248495242
Apartment,Entire home/apt,3,1.0,DC,0,4.382026635
Apartment,Entire home/apt,2,1.0,SF,8,5.192956851
Apartment,Entire home/apt,2,1.0,NYC,9,4.828313737
House,Private room,2,1.0,LA,7,4.248495242
Apartment,Private room,2,1.0,SF,3,4.828313737
Apartment,Entire home/apt,4,2.0,LA,18,5.164785974
Condominium,Entire home/apt,4,1.0,SF,3,5.272999559
House,Entire home/apt,4,1.0,LA,35,5.700443572999999
Apartment,Entire home/apt,7,1.0,LA,62,5.5606816310000005
Apartment,Private room,1,1.0,NYC,37,3.713572067
Apartment,Private room,1,1.0,NYC,1,3.63758616
Apartment,Entire home/apt,3,1.0,Chicago,0,4.553876892
Apartment,Entire home/apt,2,1.0,NYC,40,4.736198448000001
Apartment,Shared room,1,1.0,NYC,47,3.688879454
House,Private room,3,1.0,NYC,61,3.8918202980000003
Apartment,Entire home/apt,2,1.0,LA,2,4.9344739330000005
Apartment,Private room,1,1.0,NYC,0,5.298317367
Apartment,Entire home/apt,6,2.0,NYC,6,4.543294782
Apartment,Entire home/apt,3,1.0,NYC,2,4.33073334
Apartment,Private room,1,0.5,DC,5,3.688879454
Apartment,Entire home/apt,3,1.0,NYC,1,4.382026635
Apartment,Entire home/apt,2,1.0,LA,0,4.553876892
House,Private room,2,1.0,LA,164,4.007333185
Apartment,Entire home/apt,2,1.0,NYC,1,5.298317367
House,Private room,2,3.0,LA,1,4.248495242
Apartment,Private room,2,1.0,NYC,18,4.59511985
Apartment,Private room,2,1.0,NYC,5,4.465908119
Apartment,Private room,2,1.0,Boston,1,4.6051701860000005
Apartment,Entire home/apt,4,1.0,LA,3,4.828313737
Loft,Shared room,1,1.0,LA,1,4.317488114
Apartment,Entire home/apt,6,1.0,LA,223,5.4161004020000005
Other,Entire home/apt,2,1.0,NYC,0,4.553876892
Apartment,Entire home/apt,4,1.0,SF,1,5.616771097999999
House,Private room,2,1.0,LA,11,4.143134726
Condominium,Entire home/apt,3,2.0,NYC,2,5.298317367
Apartment,Private room,2,1.0,SF,3,4.17438727
Apartment,Entire home/apt,4,2.0,LA,9,5.521460918
House,Private room,2,1.0,DC,50,4.49980967
House,Entire home/apt,2,1.0,LA,149,4.6051701860000005
Apartment,Entire home/apt,6,2.0,NYC,1,5.521460918
House,Entire home/apt,3,1.0,NYC,0,4.6051701860000005
House,Entire home/apt,6,1.0,LA,108,5.293304825
Apartment,Shared room,10,2.5,LA,0,4.787491743
House,Private room,4,1.0,LA,39,5.192956851
Condominium,Entire home/apt,2,1.0,SF,3,5.010635294
Guesthouse,Private room,2,1.0,NYC,4,3.80666249
Apartment,Entire home/apt,6,1.0,LA,10,5.4161004020000005
House,Private room,2,1.0,LA,6,4.025351691
House,Private room,2,1.0,Chicago,1,4.442651256
House,Private room,2,1.0,NYC,5,5.293304825
House,Entire home/apt,2,1.0,LA,0,4.787491743
Apartment,Entire home/apt,3,1.0,NYC,2,5.298317367
Apartment,Entire home/apt,5,2.0,SF,13,5.978885765
Apartment,Entire home/apt,2,1.0,Boston,29,5.068904202
House,Private room,2,1.0,LA,0,3.912023005
House,Shared room,2,1.0,LA,43,3.496507561
House,Entire home/apt,2,1.0,LA,49,4.477336814
Apartment,Entire home/apt,2,1.0,SF,19,5.247024072
Apartment,Entire home/apt,3,1.0,SF,1,5.298317367
Apartment,Private room,3,1.0,NYC,2,4.787491743
Loft,Shared room,2,1.0,NYC,4,3.912023005
Apartment,Private room,2,1.0,DC,0,5.010635294
Apartment,Entire home/apt,2,1.0,Boston,9,4.477336814
Apartment,Entire home/apt,2,1.0,Chicago,27,4.6051701860000005
Apartment,Private room,1,1.0,NYC,1,4.17438727
Apartment,Entire home/apt,4,1.0,NYC,22,4.744932128
House,Private room,2,1.0,DC,68,4.077537444
Apartment,Private room,2,1.0,LA,0,4.6051701860000005
Apartment,Private room,2,1.0,NYC,0,4.248495242
Apartment,Entire home/apt,2,1.0,LA,1,4.6051701860000005
Apartment,Entire home/apt,2,1.0,Chicago,2,5.293304825
Apartment,Private room,2,1.0,NYC,16,4.6051701860000005
Apartment,Entire home/apt,1,1.0,NYC,3,4.86753445
Apartment,Entire home/apt,2,1.0,NYC,0,4.828313737
Apartment,Private room,1,1.0,NYC,1,3.610917913
Apartment,Entire home/apt,2,1.0,NYC,2,5.192956851
Condominium,Private room,2,1.0,LA,11,3.80666249
House,Private room,1,1.0,Boston,26,3.9889840469999998
Other,Private room,2,1.0,NYC,1,4.094344562
Apartment,Entire home/apt,6,1.0,DC,0,6.214608097999999
Apartment,Entire home/apt,2,1.0,SF,145,4.5849674789999995
Apartment,Private room,2,1.0,NYC,0,6.396929655
House,Private room,2,1.0,LA,49,4.158883083
Apartment,Entire home/apt,3,1.0,DC,0,5.298317367
Guest suite,Private room,1,1.0,NYC,0,3.63758616
Apartment,Private room,3,1.0,SF,0,5.220355825
House,Entire home/apt,8,3.5,Chicago,4,6.29156914
Apartment,Private room,1,2.0,LA,0,4.442651256
Bed & Breakfast,Entire home/apt,4,1.0,NYC,2,5.164785974
Apartment,Private room,1,1.0,NYC,7,4.465908119
Apartment,Private room,2,1.0,NYC,0,4.343805422
Apartment,Entire home/apt,4,1.0,NYC,25,5.220355825
Apartment,Entire home/apt,2,1.0,NYC,20,5.043425117
Apartment,Entire home/apt,4,1.0,NYC,0,5.298317367
House,Private room,1,1.0,LA,6,3.850147602
Apartment,Private room,2,1.0,NYC,10,3.80666249
Apartment,Entire home/apt,8,1.0,NYC,17,5.438079309
Condominium,Private room,3,1.0,Chicago,14,3.912023005
House,Private room,2,1.0,SF,1,5.0039463060000005
Apartment,Private room,1,1.0,NYC,4,5.298317367
Hostel,Shared room,2,3.0,LA,31,2.7080502010000003
House,Private room,2,1.0,Boston,45,4.33073334
Apartment,Private room,1,1.0,NYC,15,4.17438727
Apartment,Entire home/apt,1,1.0,LA,0,4.442651256
House,Private room,1,1.0,LA,0,5.010635294
Apartment,Entire home/apt,6,2.0,NYC,1,5.6869753560000005
House,Entire home/apt,2,1.0,SF,32,4.787491743
Apartment,Entire home/apt,2,1.0,NYC,21,4.96284463
House,Entire home/apt,2,1.0,LA,98,4.744932128
Apartment,Entire home/apt,9,2.0,LA,16,5.65248918
House,Private room,2,1.0,LA,1,4.406719247
Apartment,Private room,1,1.0,NYC,2,4.787491743
House,Private room,1,1.0,SF,3,4.317488114
Apartment,Entire home/apt,4,1.0,NYC,28,5.521460918
Condominium,Entire home/apt,6,1.0,DC,17,4.59511985
House,Entire home/apt,5,1.5,LA,2,5.220355825
Apartment,Entire home/apt,3,1.0,DC,0,5.521460918
House,Entire home/apt,7,2.0,LA,1,5.9914645470000005
House,Private room,4,1.0,LA,5,4.65396035
Apartment,Entire home/apt,10,2.0,NYC,40,6.052089168999999
House,Entire home/apt,6,2.0,DC,0,6.907755279
